Metadata for 2D SHeM diffraction pattern
==========
Centre of rotation: -3338700  -524700
m1: 0.989760
m2: -0.007357
Example position (nm): -3420000   262000 -1000000
==========
List of z scans:
File name,alpha(deg)
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002394.mat,45.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002395.mat,47.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002396.mat,50.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002397.mat,52.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002398.mat,55.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002399.mat,57.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002400.mat,60.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002401.mat,62.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002402.mat,65.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002403.mat,67.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002404.mat,70.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002405.mat,72.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002406.mat,75.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002407.mat,77.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002408.mat,80.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002409.mat,82.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002410.mat,85.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002411.mat,87.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002412.mat,90.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002413.mat,92.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002414.mat,95.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002415.mat,97.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002416.mat,100.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002417.mat,102.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002418.mat,105.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002419.mat,107.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002420.mat,110.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002421.mat,112.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002422.mat,115.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002423.mat,117.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002424.mat,120.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002425.mat,122.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002426.mat,125.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002427.mat,127.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002428.mat,130.000000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002429.mat,132.500000
/icon/data/2023_08_MoS2_5um_hbn_sub/Z002430.mat,135.000000
